tBodyAcc_mean_X,tBodyAcc_mean_Y,tBodyAcc_mean_Z,tBodyAcc_std_X,tBodyAcc_std_Y,tBodyAcc_std_Z,tBodyAccMag_mean,activity
0.39737132240898615,-0.0829585807027108,10.518150830480554,0.9523029856408026,0.5765846625276664,0.776586304305082,9.71790092406585,WALKING
0.43404803486877175,-0.27805061568747735,9.627416197143795,0.8241962271566035,0.4086719755342202,0.6275082167486967,10.279241359883134,WALKING
-0.7264192604169688,-0.8473822208011749,11.172519015137244,0.7774223699513465,0.6067528204687923,0.6575251813786543,9.089887840178694,WALKING
0.3005584146765376,-0.360383213951283,9.76664500016538,0.7398293387770604,0.7852278184508937,0.7986502775262067,9.076340996754032,WALKING
0.16709087600380435,-1.1758020743278652,8.937451160881256,0.8196861235869124,0.673846657999541,0.8171368281189971,8.819518362341602,WALKING
-0.5758753667157669,-0.2763832625758725,10.845697780975133,0.8343618289568462,0.4236959844637266,0.8324083969394795,10.501720822812162,WALKING
0.8247996179967608,0.5587680714697191,9.328625981421888,0.7690787624148786,0.6331263431403564,0.897554512712236,9.123669424298335,WALKING
-0.9569652992645367,0.4875154934365188,11.084992022856659,0.7927989878419667,0.7003532897892024,0.8361636025047634,11.244372571701112,WALKING
-0.028660831287961232,0.9387861934884036,7.904203916728204,0.8821902504375224,0.608704706823817,0.7700992649534133,9.89664979481895,WALKING
0.28569005720939716,0.8867364268449096,9.585383825381083,0.7191506397106813,0.5498242956415463,0.8915402117702075,10.418785184668616,WALKING
0.07766203947843231,0.5811869943197335,9.438357524898118,0.7672337853402232,0.5607891846867842,0.6536485051867882,10.00812099288977,WALKING
-0.18766970670011754,-0.8492224452302485,9.663483741787713,0.7657285483473231,0.519772273077838,0.7838714288333991,10.207742458624386,WALKING
0.2060403125782115,-0.04466754945970033,8.464983027760766,0.7973486124550784,0.6060230209941027,1.0463242112485287,9.975058880384738,WALKING
-0.9349424300956257,0.6856936887090123,10.601546426149419,0.8791031947043048,0.5090612545205261,0.94027943109361,11.811002290365023,WALKING
-0.7924290601045507,-0.3397786377616631,10.079721092070113,0.7496524345883802,0.4449336568933867,0.8068562974806027,9.307696161914087,WALKING
1.2399475240140316,-0.4699519754017422,9.742350787035459,0.8813517217369671,0.4769135683566045,0.822745993460413,10.24693701361751,WALKING
0.20790623539873884,0.4690937230663862,9.010439431297534,0.6679543386915724,0.6521941565616898,0.8296984673233186,9.460387377408798,WALKING
0.18580295772880284,0.17584348397920874,9.428518865578905,0.9865774511144757,0.6473832920911787,0.6808696502797351,10.658692073144454,WALKING
0.9268764632059233,-0.49240939101102627,10.770700903395458,0.8412780926936498,0.682206015999449,0.9896792982653948,9.301463351466225,WALKING
-0.6526482279723507,-0.04626102564846252,10.272921579853316,0.827669079933002,0.6827183249036024,0.8013001891877908,12.232565326248492,WALKING
0.500533878212005,-0.5142945338497695,9.143286001551111,0.8482472415243185,0.5776537214674149,0.8714000494092092,9.33035147126122,WALKING
-1.2118777797486917,-0.2679089712402126,10.685119035458778,0.8214093744130204,0.4754261221288012,0.8173180925851182,10.141547204144086,WALKING
0.04656697475679992,-0.6857821786983739,10.286229888278626,0.8560784526368235,0.7083051243175277,0.9053802052034904,10.485306855891068,WALKING
0.4110287607297671,0.3090286117836287,13.082185192523777,0.8570890510693168,0.7135565640180599,0.8954001763493202,10.621652899442337,WALKING
-0.6182601716300575,-0.14209116404400532,9.611709161736718,0.8081874139386322,0.8314658566673508,0.6132734807408252,9.686554990856873,WALKING
0.8711604775738929,0.03856801145727766,9.137804177656555,0.7284696290740033,0.6679597748934676,0.7269633368282864,9.480340815466635,WALKING
1.7151552714602607,0.38035141339080675,8.379885930673915,0.8186454314769428,0.5338213535231612,0.8852433334796225,10.423517663467809,WALKING
0.6926041553360972,-0.7201778442334658,9.73239901132724,0.7525054688839045,0.5346670767426288,0.9765454240281097,10.765791983462492,WALKING
1.6977249576101068,0.6194791563306881,8.784504027236789,0.7515765927133748,0.7266911149186622,0.729233053438122,9.276911436814299,WALKING
-0.047620284849440066,-1.9447604040414435,9.180489886932568,0.774743184860684,0.47522168180351504,0.9632411303931636,10.17258539923643,WALKING
1.1530186312528925,-0.8615172907076636,10.930531001723967,0.8010233061019587,0.5018491348952049,0.8462103474263272,10.063548340795458,WALKING
-0.30825087748940816,0.06811040715074883,10.529704539616837,0.9586016816145353,0.47621845011731506,1.0133033374656266,10.586864415169115,WALKING
0.22479349418802613,-0.37361971189235627,9.83350219971418,0.7506999065341168,0.5410635243055788,0.8849602097021025,10.731540249987814,WALKING
0.24583961670128748,0.48771727130337605,10.50370307353889,0.7171004989077928,0.543981895980303,0.8747293605123262,10.105673587497225,WALKING
1.0221319166307399,-0.35494283330149795,10.43767790493603,0.7797807347566106,0.578231879677278,0.909877685198719,11.074867217721787,WALKING
0.01680307330620724,0.40917178277697835,9.751786594725235,0.8324166352488442,0.5869856945632315,0.8096995964992718,11.693924949980588,WALKING
-0.8048139051997616,-0.7285131676726393,10.926488698800053,0.8791662693962936,0.6624119817052155,0.862834550926428,10.075041941299608,WALKING
-0.5417293692096894,0.5850718400506507,9.88235409479829,0.7174502803207489,0.5678614158347006,0.8412931454275625,10.216837090337485,WALKING
0.19597325688697823,-0.30416590522267783,9.623169355505341,0.8232049937357637,0.45519156585026754,0.6592536225623445,10.26562861832186,WALKING
1.1802849735596417,0.5145957739212116,9.872049176029257,0.7980983792097311,0.4997470635362191,0.7981486864007611,9.3430768069249,WALKING
0.41547721139293786,0.9196433478015466,9.912991881234515,0.8401711722098942,0.6690143991711113,0.7598779528114165,10.079738082919926,WALKING
-0.6184078270843733,0.014706104555365628,10.39839863299636,0.9451143607795043,0.6959270826085207,1.0153182457511556,10.17869201245031,WALKING
1.751842346574138,-0.48497897121309086,9.328222526255379,0.7400607354555978,0.3876104275690193,0.747424497831924,10.291734990072436,WALKING
1.500936671372709,0.5702543029116302,9.538477075470077,0.7101585328651643,0.6491919171506506,0.6679766792979358,9.761228042004271,WALKING
-1.370507623272702,0.8123234244992477,9.908368123797906,0.9237816311973462,0.44055723412056325,0.7400624977046227,9.639989748530006,WALKING
0.498279945877999,-0.6405722576295566,9.886096411982965,0.8120295631711899,0.6514438834058749,0.871161487808889,11.097042365773452,WALKING
